-4.190685386387810185e-02,6.012334907836545776e-03
-7.159028461199798410e-02,5.612063601221706569e-04
-7.347352393477472876e-02,4.970906325909984092e-04
-4.718342131753250346e-02,3.653929537326035867e-03
-4.163736372039878592e-02,6.173879698173225135e-03
-2.925835502065703142e-02,2.351280712092225153e-02
-4.962810973007117377e-02,2.938984531959522827e-03
-7.679897613164501924e-02,4.038412777240948590e-04
-4.624987872049408921e-02,3.979122013658567200e-03
-5.140957022201460280e-02,2.520002360063599515e-03
-3.848677041929886994e-02,8.486061708552962435e-03
-3.336214957550081434e-02,1.470944344636746989e-02
-2.839885699931897489e-02,2.601585796247946752e-02
-6.120448536175604470e-02,1.155824474216371640e-03
-3.277598410971964416e-02,1.570507730009291017e-02
-3.230892623080869330e-02,1.655254410713265581e-02
-5.019704544534621393e-02,2.796890425564591606e-03
-5.943147868014447832e-02,1.320739258226111528e-03
-7.404608125050188283e-02,4.793468954370881533e-04
-5.828206899747295777e-02,1.442510722074720258e-03
-6.162938779314731941e-02,1.119987953835817427e-03
-4.213101604135614103e-02,5.881669699979576865e-03
-6.726133444532614303e-02,7.497376598913370977e-04
-5.624297869279554218e-02,1.692682826714490092e-03
-5.255185172680434946e-02,2.288086967668250590e-03
-7.565032653328730705e-02,4.334922837740007198e-04
-6.322003431791159422e-02,9.969767838689271282e-04
-3.375488009815092588e-02,1.408203909815993089e-02
-2.764443744459803287e-02,2.845246983800805637e-02
-6.897345141398865398e-02,6.673521804225115289e-04
-2.773087163856829268e-02,2.816118163085201687e-02
-5.696487882054940971e-02,1.598678783688021673e-03
-3.870031229724991279e-02,8.301087474252703477e-03
-7.087840531834188607e-02,5.879649847719727995e-04
-2.799848654119391211e-02,2.727954096116260926e-02
-2.708727043745814966e-02,3.040977868242561791e-02
-4.641822960735562248e-02,3.918065604868229378e-03
-7.160439066693313759e-02,5.606908923688420964e-04
-6.472754846516290406e-02,8.948687991933663771e-04
-6.723440071827112285e-02,7.511268699307777682e-04
-6.790409362671263882e-02,7.174695348098567580e-04
-6.578566883151795719e-02,8.305468654489741361e-04
-4.062403402712144035e-02,6.827761347259147552e-03
-6.149414135800243542e-02,1.131250631462538169e-03
-2.887512380527637590e-02,2.459483349494658022e-02
-7.137068552353964535e-02,5.693039076213658213e-04
-5.959037206279860222e-02,1.304876007382353145e-03
-4.895880849478449759e-02,3.117076018937897566e-03
-6.800235017743866406e-02,7.126829217827195624e-04
-6.600204086651939583e-02,8.180759573771582667e-04
5.908259553063416325e-02,-1.356374458216693790e-03
6.683826625201381988e-02,-7.719150460190127901e-04
4.790218003566717314e-02,-3.424532511593932679e-03
2.702136795963323845e-02,-3.065068685030086434e-02
4.502693262998928858e-02,-4.457415537430256709e-03
7.056317702878765752e-02,-6.002954179183216240e-04
4.198198367554440563e-02,-5.968171628108613277e-03
7.974348207488872464e-02,-3.381807819775464003e-04
4.995458259284076691e-02,-2.856442164355432311e-03
7.721851273049926134e-02,-3.936161301653809223e-04
6.762032155597375027e-02,-7.315087477643170090e-04
5.646203119256551495e-02,-1.663487570755642136e-03
4.345959454625671070e-02,-5.171327499499917858e-03
7.709420850966115790e-02,-3.966133515163492102e-04
5.392468128869573607e-02,-2.041667694562744172e-03
3.721110382340522826e-02,-9.694384859197413204e-03
7.326761204223063151e-02,-5.036616280383485146e-04
6.816713562571610763e-02,-7.047398942535912239e-04
7.625330796467241767e-02,-4.176163894819074946e-04
4.724382719679785098e-02,-3.633975739971174838e-03
7.543300255823949529e-02,-4.393891203751758550e-04
3.872207337681918271e-02,-8.282498106265990048e-03
5.154907947902689913e-02,-2.490249686651885893e-03
4.119491089872555356e-02,-6.450087384615173225e-03
7.321518712633572068e-02,-5.053510142694869799e-04
4.209939283921635550e-02,-5.899902937985682452e-03
4.500843126233342734e-02,-4.465148148642582131e-03
4.531325211078944537e-02,-4.339708265511806398e-03
3.280143844139332687e-02,-1.566030532200399575e-02
6.820010166557023690e-02,-7.031634609718572871e-04
2.739140274245187301e-02,-2.932403805761303953e-02
6.531283052637547326e-02,-8.585905643360602002e-04
6.186756076506266799e-02,-1.100474007171249428e-03
6.767671020020868400e-02,-7.286933000468546421e-04
4.429568299575435686e-02,-4.775238862147341591e-03
7.731876391471304011e-02,-3.912184523285701420e-04
2.906525934843902717e-02,-2.405135123574040149e-02
6.412517477961121593e-02,-9.341137973237499713e-04
5.166542320408083755e-02,-2.465751539510152666e-03
3.574691848649611675e-02,-1.132998586980359101e-02
7.408980468012768550e-02,-4.780230332656382913e-04
6.580015329152481829e-02,-8.297050448193705715e-04
6.543036242712282902e-02,-8.515166198607424571e-04
5.270279253773932360e-02,-2.259350707388710355e-03
5.023169494589366235e-02,-2.788499132941196085e-03
4.176871661311529899e-02,-6.094523427357893125e-03
6.202499713115834645e-02,-1.087795105852738375e-03
6.131343446863107838e-02,-1.146508268360000747e-03
5.869302651539620719e-02,-1.397512117341664440e-03
7.823613013092819979e-02,-3.700646920854954933e-04
